condition	mean_nuclear_wapl_fluorescence	normalised_wapl_fluorescence	figure_panel	mean_nuclear_sororin_fluorescence	normalised_sororin_fluorescence	mean_nuclear_smc4_fluorescence	normalised_smc4_fluorescence	mean_nuclear_nipbl_fluorescence	normalised_nipbl_fluorescence	mean_halo-tmr_fluorescence
wapl-aid_minus_auxin	13.7049046765521	0.917436	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.9287300820859	1.177837	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.4509656547172	0.887701	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.6214831914587	1.258956	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.1416251930668	0.968574	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.036715395378	1.307578	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.901712640194	1.29177	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.9836213477688	1.184265	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.5551444946478	1.134092	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.0695049383473	1.077225	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.762433900243	1.392557	Appendix Fig. S4j							
wapl-aid_minus_auxin	20.7158782867986	1.738393	Appendix Fig. S4j							
wapl-aid_minus_auxin	25.3787508085154	2.284397	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.5873262845221	1.020764	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.1259893897699	1.08384	Appendix Fig. S4j							
wapl-aid_minus_auxin	25.276455125798	2.272419	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.3282838041504	1.224623	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.3506364870318	0.993049	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.4690026954178	1.006909	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.7928841465569	0.927738	Appendix Fig. S4j							
wapl-aid_minus_auxin	18.1582382580999	1.438904	Appendix Fig. S4j							
wapl-aid_minus_auxin	19.0178733442207	1.539564	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.4593978802929	1.239976	Appendix Fig. S4j							
wapl-aid_minus_auxin	21.0393223097695	1.776267	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.7945727570699	1.045032	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.4866677001783	0.891881	Appendix Fig. S4j							
wapl-aid_minus_auxin	18.5704892917558	1.487177	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.0274285714286	1.072298	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.3013914789844	0.870186	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.648789408818	1.262153	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.8188005104211	1.047869	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.0358938655527	1.07329	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.0958886899714	1.080315	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.345667214556	1.109563	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.1046526548105	1.198437	Appendix Fig. S4j							
wapl-aid_minus_auxin	18.182352305086	1.441727	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.9313653771677	0.943954	Appendix Fig. S4j							
wapl-aid_minus_auxin	19.6713862364175	1.616087	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.2207502785688	1.094936	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.8768758848513	1.405957	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.1506024096386	0.85253	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.4358659313655	0.768837	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.5699463795283	1.018729	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.3650832186885	1.228932	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.0089765596421	0.953042	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.5183678125951	1.129785	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.918726815843	1.293762	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.6655104178792	1.147015	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.5979900996004	1.256205	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.8344724312702	1.049704	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.7132013692514	0.918408	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.1765782250686	0.972667	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.5026549711034	1.362138	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.0104603068712	1.304504	Appendix Fig. S4j							
wapl-aid_minus_auxin	19.2292703901512	1.564317	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.7843730903839	1.27803	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.431466115042	1.236706	Appendix Fig. S4j							
wapl-aid_minus_auxin	18.1450259033379	1.437357	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.4817259902606	1.359687	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.4947538574578	1.12702	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.0530568195076	1.075299	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.5011534025375	1.010674	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.1654861173376	0.854272	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.2920938314509	1.10329	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.7709164075361	1.276454	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.3070108749545	0.753748	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.2506283060868	1.098434	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.3376847709124	0.75734	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.8487597697972	0.817185	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.1982396888752	1.0923	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.8706815673289	0.702656	Appendix Fig. S4j							
wapl-aid_minus_auxin	20.8317910379724	1.751966	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.320267958951	1.106589	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.4220667611495	1.001413	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.423306717293	1.001558	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.3210626446925	0.989586	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.2849359968109	0.985356	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.5500577948469	0.899304	Appendix Fig. S4j							
wapl-aid_minus_auxin	18.2795215117993	1.453106	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.6433301277648	1.027322	Appendix Fig. S4j							
wapl-aid_minus_auxin	19.6058235051168	1.60841	Appendix Fig. S4j							
wapl-aid_minus_auxin	19.2315800372748	1.564588	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.962021168529	1.064639	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.3943509130934	0.881072	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.7504263240062	0.922767	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.4497422680412	1.12175	Appendix Fig. S4j							
wapl-aid_minus_auxin	19.0979888496453	1.548945	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.3067070610115	1.222097	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.908593798546	1.292575	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.9524907620926	1.18062	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.2917230439043	0.98615	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.8162835321118	1.047574	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.5838603794732	1.137454	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.0208827333477	1.071532	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.9256046391024	0.709087	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.0092437644434	0.835977	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.8718676912797	0.819891	Appendix Fig. S4j							
wapl-aid_minus_auxin	19.2481918953298	1.566533	Appendix Fig. S4j							
wapl-aid_minus_auxin	19.4837693412027	1.594118	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.4546467047913	1.356516	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.9840365864182	0.950121	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.1621862657663	1.32227	Appendix Fig. S4j							
wapl-aid_minus_auxin	19.2707613788855	1.569176	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.0716281046942	1.311666	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.8779143389199	1.054791	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.9482662050003	0.945933	Appendix Fig. S4j							
wapl-aid_minus_auxin	8.06969361015924	0.257575	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.1172573189522	0.731529	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.6746713011939	1.148088	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.1529088658518	0.969896	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.5697468878107	1.135802	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.3928305773302	1.115086	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.8457202741744	0.699733	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.3500934536308	1.110081	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.5286158020636	0.896793	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.4603839859498	0.888804	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.5459512468479	1.015919	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.8088967274152	1.046709	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.390546314665	1.114818	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.8323536928188	1.166552	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.4214216709776	1.001337	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.8343643617995	0.932595	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.5627052949678	0.900785	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.5342630651791	0.897455	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.7037311672116	0.683107	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.8898200852378	0.704897	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.1392236368276	0.851197	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.8541119128399	1.403292	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.1538114704821	1.204193	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.436777353762	0.88604	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.7379473189519	0.804209	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.5476001848551	0.664824	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.982015596433	0.715693	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.5172893297488	1.246755	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.6267983680481	1.025386	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.3770681525932	1.230336	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.4579144422104	1.005611	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.2576312576313	0.865062	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.8257424999061	1.048682	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.1818076611503	0.621992	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.1056288304573	0.613071	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.0642491786917	0.608226	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.2295264623955	0.744675	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.4064727687482	0.648299	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.4217285031557	1.001373	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.4336344683808	0.885671	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.1789103690685	0.855844	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.4237945903567	0.650327	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.6356186995225	0.909323	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.9191144863161	0.825423	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.2230703206425	0.861015	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.3712862726109	0.644179	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.7445105787025	1.03917	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.0964187327824	0.963281	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.144159052769	0.617583	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.0147843008416	1.30501	Appendix Fig. S4j							
wapl-aid_minus_auxin	9.95237168572124	0.478029	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.7469934264336	1.039461	Appendix Fig. S4j							
wapl-aid_minus_auxin	10.752094302219	0.571674	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.3798122382818	0.996465	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.809866641798	0.929727	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.6951896199257	0.916299	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.6704832767464	1.147598	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.9239708287895	0.825992	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.3013108793417	0.753081	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.571293577672	1.135983	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.0533412138451	0.841141	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.0955416784525	0.728986	Appendix Fig. S4j							
wapl-aid_minus_auxin	9.56335422875347	0.432477	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.0325742723571	0.604517	Appendix Fig. S4j							
wapl-aid_minus_auxin	11.7885480444833	0.693038	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.3938108462783	0.763912	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.2887628309022	0.985804	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.9930637351132	1.068274	Appendix Fig. S4j							
wapl-aid_minus_auxin	12.2420598211533	0.746143	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.2121981339188	1.21103	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.9063886424135	1.175221	Appendix Fig. S4j							
wapl-aid_minus_auxin	18.7118222395668	1.503726	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.2069014803471	0.976218	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.6802925327175	1.148746	Appendix Fig. S4j							
wapl-aid_minus_auxin	19.7183687615527	1.621589	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.7732397191575	1.276726	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.7678266525734	1.276092	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.3816441169365	1.347968	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.3163068567549	1.106125	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.722386439042	1.036579	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.1862480879889	1.090896	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.6672559477438	1.14722	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.3263201749818	0.990201	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.1784651992861	0.972888	Appendix Fig. S4j							
wapl-aid_minus_auxin	17.3864613610704	1.348532	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.1338031412648	1.084754	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.8686966876473	1.170808	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.8409158637131	1.167555	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.7008768183303	1.151157	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.9895637296835	1.067865	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.3406418422342	1.108974	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.5452401010952	1.015836	Appendix Fig. S4j							
wapl-aid_minus_auxin	14.9481838094369	1.063019	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.6840551181102	1.149187	Appendix Fig. S4j							
wapl-aid_minus_auxin	19.7964688306397	1.630734	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.7223671812713	1.270769	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.0041821663622	0.835384	Appendix Fig. S4j							
wapl-aid_minus_auxin	21.2477781527731	1.800677	Appendix Fig. S4j							
wapl-aid_minus_auxin	13.4914423525751	0.892441	Appendix Fig. S4j							
wapl-aid_minus_auxin	15.0746574068333	1.077829	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.485496836507	1.243032	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.6079497767482	1.257371	Appendix Fig. S4j							
wapl-aid_minus_auxin	16.1631555639906	1.205288	Appendix Fig. S4j							
wapl-aid_minus_auxin	21.8777637464952	1.874445	Appendix Fig. S4j							
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.7370836685894	1.045667					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	50.8102554457075	1.142693					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	44.0508379532276	0.981678					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	53.4430896289619	1.205409					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	57.38010742889	1.299193					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	55.3672479952207	1.251245					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	57.2480531336165	1.296047					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	38.8032159845702	0.856675					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	58.9740062080705	1.337161					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	37.1498221010013	0.81729					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	23.8419620881731	0.500285					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	49.6252935014269	1.114466					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	38.1843148398096	0.841932					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	35.6776937972391	0.782222					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	60.9497683678548	1.384225					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	41.2707027474803	0.915453					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	37.1929497049886	0.818317					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	42.8768821966342	0.953713					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	39.3446962777692	0.869574					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	31.4965776243261	0.682625					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	47.2125748502994	1.056993					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	53.1399972613994	1.19819					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	50.7888203302197	1.142182					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	33.4173803155596	0.72838					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	50.9888203906129	1.146947					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	39.8944445328538	0.882669					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	40.083655808063	0.887176					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	26.8319090422488	0.571508					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	55.4602651573887	1.25346					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	40.8920112214581	0.906432					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	45.116667343156	1.007067					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	40.0077009840146	0.885367					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	23.6043543712225	0.494625					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	45.0857248315955	1.00633					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	49.0642435088915	1.101102					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	42.8416593765827	0.952874					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	40.5791404206584	0.898979					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	38.211182580271	0.842572					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	53.0710807805851	1.196548					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	61.766062006817	1.40367					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.5392862180844	1.040955					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	54.6288451840646	1.233655					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.7977507909534	1.047112					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	39.5950960811832	0.875538					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.5569199199034	1.041375					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	34.2201646090535	0.747503					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	54.3514694635639	1.227048					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	53.3964389212994	1.204298					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	44.0601133675235	0.981899					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	34.127478711145	0.745295					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.5250237352502	1.040615					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	41.2652529761905	0.915323					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.2404399225366	1.033836					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	51.3879161292093	1.156453					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	51.4121379576232	1.15703					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.1459197290821	1.031585					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	54.195041639596	1.223322					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	66.2175633533374	1.509709					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	49.6843780684806	1.115874					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	57.3212032662425	1.29779					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	40.164112368559	0.889093					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	49.8391249722859	1.11956					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	43.2774766838386	0.963256					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	45.2597939614301	1.010476					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	48.4918697144771	1.087467					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	64.4518430439952	1.467648					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	43.3694698941214	0.965447					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	54.7599971398438	1.236779					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	55.9964172115737	1.266232					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	49.5595494929247	1.1129					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	43.4845445135898	0.968188					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.0783213926596	1.029974					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	42.5902681401525	0.946886					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	39.5270006801179	0.873916					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.6434109724453	1.043435					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.2707888475383	1.034559					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	54.4002283883789	1.228209					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	40.6053002722293	0.899602					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	48.6480808080808	1.091188					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	36.3324135070901	0.797818					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	58.153556900147	1.317617					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	48.7211006699339	1.092928					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	41.9157513269086	0.930818					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	48.7485151899275	1.093581					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	47.1810200668896	1.056242					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	51.1060835369124	1.14974					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	58.2083714935043	1.318923					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	43.6810542037699	0.972869					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.3807585687503	1.037179					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	36.8333161402133	0.80975					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	49.2988158309943	1.106689					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	45.088468117268	1.006395					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.3348488952521	1.036085					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	24.8734176101625	0.524855					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	56.1702622712805	1.270373					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	36.7510525796055	0.807791					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	53.7029859316681	1.2116					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	34.8396069444008	0.762258					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	49.5998057938178	1.113859					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	55.5772349584543	1.256247					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	58.2833301544917	1.320708					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	57.3221786177567	1.297813					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	59.2247258299959	1.343133					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	42.3066143810285	0.940129					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	54.3743151993885	1.227592					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	47.5283068751277	1.064514					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	47.4231697859202	1.06201					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	45.9251779111836	1.026326					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	53.0726371830689	1.196585					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	45.3497910994273	1.01262					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	40.2657116802189	0.891513					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.171164980157	1.032186					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	52.4894040471425	1.182692					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	42.7950458915819	0.951764					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	20.5561691420428	0.422015					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	44.3732472735366	0.989358					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	45.6401179941003	1.019536					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	66.7798418426709	1.523102					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	40.5173946890407	0.897508					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	44.3032401254585	0.98769					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	59.8739759127119	1.358599					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	37.8679747501315	0.834397					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	24.1792332776585	0.508319					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	41.4227267547136	0.919074					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	49.6483322340526	1.115015					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	46.9822279687658	1.051506					
wapl_depleted_ctrl_sirna			Appendix Fig. S2c	54.4668590416229	1.229797					
