image_name	condition	mean_smc4_fluorescence	normalised_smc4_fluorescence	figure_panel	mean_h3s10p_fluorescence	normalised_h3s10p_fluorescence	mean_cyclinb1_fluorescence	normalised_cyclinb1_fluorescence
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #19.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2869.61864427466	1.148779		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #20.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	3043.00841085337	1.218197		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #01.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2124.8338090011	0.850601		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #02.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	1833.18322508528	0.733837		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #03.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	1668.03840115715	0.667721		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #04.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	1818.23342518135	0.727852		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #05.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2043.02882348739	0.81785		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #06.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2187.77735186415	0.875801		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #07.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2346.69904676572	0.939426		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #08.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2301.57271732079	0.921359		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #09.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2350.38813408741	0.940903		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #10.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2429.0055049284	0.972378		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep1-03-05.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	1411.19492599598	0.564892		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #5.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2281.35703850251	0.913266		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #6.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2341.93318509106	0.937518		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #1.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2229.93657872671	0.892679		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #2.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2133.81622703553	0.854197		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #3.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	2342.74104382335	0.937841		
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #4.tif_registered.tif	wild_type_prometa_stain_h3s10p			fig_ev2b	1961.83535332786	0.785344		
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_rep2_06-35.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			36.9117927094668	0.083796
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			21.0041894423487	0.045058
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			15.9389200008854	0.032723
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #3.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			28.9197213468237	0.064334
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #4.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			26.9576445481199	0.059556
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #5.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			27.6754572550255	0.061304
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-05.czi #6.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			21.5935326092917	0.046493
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-07-10.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			41.4563440765978	0.094863
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-08-11.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			17.3550017249288	0.036171
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-10-12.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			49.8920021855684	0.115406
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-10-12.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			55.6960212395862	0.12954
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-01-15-18.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			48.1335494366646	0.111124
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-01-16-19.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			72.7625638528016	0.171101
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-01-17-20.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			27.0276663713913	0.059726
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-02-21-23.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			25.1113222102224	0.055059
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-28-32.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			49.9730203163372	0.115604
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-29-33.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			26.5360057064747	0.058529
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-30-34.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			24.2483942813941	0.052958
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_rep2_06-35.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			18.9124113619692	0.039964
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-05-09.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			44.9245696130513	0.103309
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #3.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			31.5202872531418	0.070667
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #4.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			33.5803057629301	0.075683
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-03-46.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			29.1489991231484	0.064892
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-04-47.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			27.8117644317948	0.061636
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-04-47.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			51.1502204461047	0.11847
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-08-48.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			29.0180839612487	0.064573
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-08-48.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			45.0395735446595	0.103589
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-09-49.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			53.3981505400649	0.123945
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-01-53.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			46.9662485381146	0.108281
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-01-53.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			30.195547601636	0.067441
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			29.9845906902087	0.066927
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			19.4185046177202	0.041196
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #3.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			41.7539321691398	0.095588
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-03-54-56.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			46.3198863864736	0.106707
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #5.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			59.2057555275518	0.138087
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-02-67.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			56.7001025470646	0.131986
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-02-71.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			36.5950662563079	0.083025
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-04-68.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			30.6167507874464	0.068466
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-09-69.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			59.2292311734795	0.138145
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-09-69.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			67.569005467902	0.158454
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-12-70.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			38.5431042981972	0.087769
220125_5388_WT_c1_hemi_G2_15h_release_minus_ICRF_zoom4.8-08-08.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			41.4598411106381	0.094872
220125_5388_WT_c1_hemi_G2_15h_release_minus_ICRF_zoom4.8-08-08.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			31.5845011087969	0.070823
220125_5388_WT_c1_hemi_G2_15h_release_minus_ICRF_zoom4.8-08-08.czi #3.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			67.2573821411658	0.157695
220125_5388_WT_c1_hemi_G2_15h_release_minus_ICRF_zoom4.8-08-08.czi #4.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			29.2820076627426	0.065216
220125_5388_WT_c1_hemi_G2_rep1_15h_release_minus_ICRF_zoom4.8-05-05.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			49.106506324631	0.113493
220125_5388_WT_c1_hemi_G2_rep1_15h_release_minus_ICRF_zoom4.8-06-06.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			33.4278078441715	0.075312
220125_5388_WT_c1_hemi_G2_rep1_15h_release_minus_ICRF_zoom4.8-07-07.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			23.0847543798236	0.050124
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			28.5776789374436	0.063501
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			48.2598333525385	0.111432
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			63.520872132835	0.148596
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #3.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			71.6464146471182	0.168383
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #4.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			30.3697000919963	0.067865
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #5.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			19.7499947803356	0.042003
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #6.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			13.8228840125392	0.027569
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-02-71.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			37.0293032107649	0.084083
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-02-71.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			42.191589446635	0.096654
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			26.1809481878765	0.057664
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			41.0120963058918	0.093782
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #3.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			17.729514736158	0.037083
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #4.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			43.0042331739276	0.098633
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-01-63-66.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			82.4962189046945	0.194805
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			22.6961939740137	0.049178
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			70.7352110076929	0.166164
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #3.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			39.2531403152234	0.089498
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #5.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			45.5915899174156	0.104934
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-03-68.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			25.6656280613324	0.056409
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-04-69.czi #1.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			26.7591443260236	0.059072
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-04-69.czi #2.tif_registered.tif	wild_type_g2_stain_cyclinb1			fig_ev2d			28.9884442024382	0.064501
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-05.czi #5.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			174.479665145945	0.418806
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-05.czi #6.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			423.961443219866	1.026353
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-05.czi #7.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			442.115113018023	1.070561
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-05.czi #8.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			499.483140968328	1.210266
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep4-04-01.czi #1.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			232.79875143106	0.560827
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep4-04-01.czi #2.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			277.147693696261	0.668827
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep4-04-01.czi #3.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			324.171048622877	0.78334
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep4-05-02.czi #1.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			407.253288943779	0.985664
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep4-05-02.czi #2.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			481.447473580364	1.166345
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep4-05-02.czi #3.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			678.688123148564	1.646672
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep4-05-02.czi #4.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			680.713387781248	1.651604
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep4-05-02.czi #5.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			424.180426528019	1.026886
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep4-05-02.czi #6.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			274.351597682453	0.662018
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep4-05-02.czi #7.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			419.350510449458	1.015124
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep1-01-03.czi #1.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			247.217997741814	0.595941
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep1-01-03.czi #2.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			885.218566653153	2.149622
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep1-01-03.czi #3.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			441.109160952852	1.068111
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep1-01-03.czi #4.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			536.424351800311	1.300226
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep1-01-03.czi #5.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			284.003787552724	0.685523
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep1-02-04.czi #1.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			704.438871974223	1.709381
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep1-02-04.czi #2.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			335.972489175953	0.812079
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep1-02-04.czi #3.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			539.87743381426	1.308635
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-05.czi #2.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			245.758313114951	0.592386
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-05.czi #4.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			437.860648727979	1.060201
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-06.czi #8.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			337.115207534211	0.814862
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-06.czi #7.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			177.543841236523	0.426268
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-06.czi #6.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			122.604807183682	0.292479
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-06.czi #5.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			290.629460992254	0.701658
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-06.czi #4.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			786.148376624797	1.908363
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-06.czi #3.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			312.695839568991	0.755395
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-06.czi #2.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			460.109371682758	1.114381
220919_5618_wt_hemi_prophase_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-06.czi #1.tif_registered.tif	wild_type_prophase_stain_cyclinb1			fig_ev2d			277.41655665008	0.669482
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep1-12-07.czi #5.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			121.096470790444	0.288806
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-08.czi #01.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			114.418689345288	0.272544
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-08.czi #02.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			120.88167703434	0.288283
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-08.czi #03.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			143.370101989069	0.343047
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-08.czi #04.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			127.396143916506	0.304147
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-08.czi #05.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			107.421288302262	0.255503
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-08.czi #06.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			102.062445329964	0.242453
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-08.czi #07.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			103.306862531963	0.245484
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-08.czi #08.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			115.609666027863	0.275444
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-08.czi #09.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			107.976856229457	0.256856
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-08.czi #10.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			67.5923838510746	0.158511
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #01.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			146.576964577083	0.350857
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #02.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			129.444034709314	0.309134
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #03.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			121.458843171786	0.289688
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #04.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			120.852378415036	0.288211
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #05.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			150.561242093157	0.360559
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #06.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			73.4084314431135	0.172674
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #07.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			135.796404804755	0.324604
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #08.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			82.5259701236264	0.194878
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #09.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			109.524292609613	0.260625
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #10.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			104.461274900933	0.248295
