image_name	condition	sister_chromatid_peak_to_peak_distance	radial_displacement	figure_panel
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.6836363636363636	0.1025454545454545	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5272727272727273	-0.0395454545454545	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.4117777777777778	-0.0242222222222222	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.6572424242424243	0.1442727272727272	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.4809090909090909	-0.064121212121212	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5008080808080808	-0.0135353535353535	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #04.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.4936666666666667	-0.0598383838383838	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #04.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5555555555555556	0.0138888888888889	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #04.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5404545454545455	0.0395454545454545	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #04.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.4673939393939393	-0.0876363636363636	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #04.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.6124242424242424	-0.0427272727272727	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #21.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.6054747474747475	-0.0712323232323232	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #21.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5834242424242426	-0.0	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #21.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.6091515151515152	-0.0801515151515151	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #21.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.6025454545454546	0.0334747474747475	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #21.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5536363636363637	-0.0395454545454545	fig3a, d, e
Scc1_EdU_Hoechst_220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.564	0.0313333333333333	fig3a, d, e
Scc1_EdU_Hoechst_220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5021212121212121	-0.0334747474747475	fig3a, d, e
Scc1_EdU_Hoechst_220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5554545454545455	-0.0555454545454545	fig3a, d, e
Scc1_EdU_Hoechst_220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.50789898989899	-0.0655353535353535	fig3a, d, e
Scc1_EdU_Hoechst_220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.593121212121212	-0.048090909090909	fig3a, d, e
Scc1_EdU_Hoechst_220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.6323636363636363	0.0512727272727273	fig3a, d, e
Scc1_EdU_Hoechst_220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.4936666666666668	-0.1645555555555555	fig3a, d, e
Scc1_EdU_Hoechst_220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5406666666666667	-0.0655353535353535	fig3a, d, e
Scc1_EdU_Hoechst_220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5021212121212122	-0.0669494949494948	fig3a, d, e
Scc1_EdU_Hoechst_220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5169999999999999	-0.0626666666666666	fig3a, d, e
